enterpriseId,Category,Topic Name,Lesson Number,Questions,quizId,Quiz Name,Code,ExpiryDate,Level,Target Audience,QuizTimeLimit,question,options,question_type,answer
289,Arithmetic,Average,L1,20 Questions,1,Averages Quiz,,15-07-2023,BASIC,All Users,00:05:00,"{""explanation"":""The first 200 whole numbers are 0, 1 , 2 ……..199. all these numbers are in arithmetic progression.The average of an arithmetic progression = (1/2)(first term + last term) = (1/2)(0 +199) = 99.5"",""explanationImage"":"""",""question"":""What is the average of first 200 whole numbers?"",""url"":""""}","[{""type"":""TEXT"",""option"":""100""},{""type"":""TEXT"",""option"":""99.5""},{""type"":""TEXT"",""option"":""99""},{""type"":""TEXT"",""option"":""99.75""},{""type"":""TEXT"",""option"":""None of the above""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""99.5"",""type"":""TEXT""}]}"
289,Arithmetic,Average,L1,20 Questions,1,,,,,,,"{""explanation"":""The multiples of 3 and 4 are nothing but the multiples of 12.The values in the given range are 12, 24, 36, ………96.The average =(1/2)[12 +96] = 54"",""explanationImage"":"""",""question"":""What is the average of all the multiples of 3 and 4 from 1 to 100?"",""url"":""""}","[{""type"":""TEXT"",""option"":""48""},{""type"":""TEXT"",""option"":""54""},{""type"":""TEXT"",""option"":""56""},{""type"":""TEXT"",""option"":""58""},{""type"":""TEXT"",""option"":""None of the above""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""54"",""type"":""TEXT""}]}"
289,Arithmetic,Average,L1,20 Questions,1,,,,,,,"{""explanation"":""The total temperature for week days =7  36 = 252.The total temperature from Sunday to Thursday = 4  39 = 156.The total temperature from Thursday to Saturday = 4 34 = 136 Temperature on Thursday = 156 + 136 – 252 = 40"",""explanationImage"":"""",""question"":""The average temperature of a week from Sunday to Saturday in Hyderabad is 36oC.If the average temperature from Sunday to Thurs day is 39oC and the average temperature from Thursday to Saturday is 34o.What is the temperature on Thursday?"",""url"":""""}","[{""type"":""TEXT"",""option"":""38""},{""type"":""TEXT"",""option"":""40""},{""type"":""TEXT"",""option"":""42.5""},{""type"":""TEXT"",""option"":""42.75""},{""type"":""TEXT"",""option"":""None of the above""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""40"",""type"":""TEXT""}]}"
289,Arithmetic,Average,L1,20 Questions,1,,,,,,,"{""explanation"":""Let the values are v1, v2, …..v10.Given that v1 + v2 +v3 + v4  . . . . .    +v9 = 9  28.5 = 256.5   …………..(i).v2 +v3 + v4  . . . . .    +v9  + v10 = 9  26.5 = 238.5 ……………(ii)(i)– (ii) → 256.5 – 238.5 = 18.The difference between the first and last values of the given data = 18"",""explanationImage"":"""",""question"":""In a group of 10 values, the average of first 9 values is 28.5 and the average of last 9 values is 26.5. What is the difference between the first and last values of the given data?"",""url"":""""}","[{""type"":""TEXT"",""option"":""16""},{""type"":""TEXT"",""option"":""17""},{""type"":""TEXT"",""option"":""18""},{""type"":""TEXT"",""option"":""19""},{""type"":""TEXT"",""option"":""None of the above""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""18"",""type"":""TEXT""}]}"
289,Arithmetic,Average,L1,20 Questions,1,,,,,,,"{""explanation"":""The prime numbers from 50 to 100 are 53, 59, 61, 67, 71, 73, 79, 83, 89, 97.The average of these prime numbers= 732/10 = 73.2"",""explanationImage"":"""",""question"":""What is the average of prime numbers from 50 to 100?"",""url"":""""}","[{""type"":""TEXT"",""option"":""72""},{""type"":""TEXT"",""option"":""72.8""},{""type"":""TEXT"",""option"":""73""},{""type"":""TEXT"",""option"":""73.2""},{""type"":""TEXT"",""option"":""None of the above""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""73.2"",""type"":""TEXT""}]}"
289,Arithmetic,Average,L1,20 Questions,1,,,,,,,"{""explanation"":""Let the number of boys = 7x and the number of girls = 3x.The average age of class = =(138.5x)/10x = 13.85 years"",""explanationImage"":"""",""question"":""In a class boys and girls are in the ratio of 7 : 3 and their average ages are 14 years and 13.5 years.  What is the average age of class?"",""url"":""""}","[{""type"":""TEXT"",""option"":""12.5 years""},{""type"":""TEXT"",""option"":""13.25 years""},{""type"":""TEXT"",""option"":""13.75 years""},{""type"":""TEXT"",""option"":""14.75 years""},{""type"":""TEXT"",""option"":""None of the above""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""None of the above"",""type"":""TEXT""}]}"
289,Arithmetic,Average,L1,20 Questions,1,,,,,,,"{""explanation"":""Let the number of inning  played  = 24, and the average score  = x.Total runs of 24 innings = 24x, score in 25th innings = 125.Total score of 25 innings = 24x + 125.Average = (24x +125) / 25 = (x +3)→24x + 125 = 25x + 75.x = 50.Latest average score = 50"",""explanationImage"":"""",""question"":""A cricketer scored 125 runs in his 25th innings.  With this new score his average runs increased by 3.  What is his new average score?"",""url"":""""}","[{""type"":""TEXT"",""option"":""5""},{""type"":""TEXT"",""option"":""45""},{""type"":""TEXT"",""option"":""50""},{""type"":""TEXT"",""option"":""53""},{""type"":""TEXT"",""option"":""None of the above""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""50"",""type"":""TEXT""}]}"
289,Arithmetic,Average,L1,20 Questions,1,,,,,,,"{""explanation"":""The total weight of 34 students = 34  45.4 = 1543.6,The total weight including teacher = 35  46.4 = 1624,Weight of the teacher = 1624 – 1543.6  = 80.4"",""explanationImage"":"""",""question"":""The average weight of a class of 34 students is 45.4 kgs.  If their teacher is included the average weight increases by 1 kg.  what  is the weight of teacher?"",""url"":""""}","[{""type"":""TEXT"",""option"":""80Kgs""},{""type"":""TEXT"",""option"":""79.8kgs""},{""type"":""TEXT"",""option"":""80.4kgs""},{""type"":""TEXT"",""option"":""81.4kgs""},{""type"":""TEXT"",""option"":""Noneof the above""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""80.4kgs"",""type"":""TEXT""}]}"
289,Arithmetic,Average,L1,20 Questions,1,,,,,,,"{""explanation"":""Let the even numbers are x, x+2, x+4, x +6, x+8, x+10, x+12, x+14, x +16 and x +18 Given that average = 67,→x + x + 2 + x + 4 + x + 6 + x + 8 + x + 10 + x + 12 + x + 14 + x + 16 + x + 18 = 10 x 67,→10x +90 = 670,→10x = 580 or x = 58,The smallest number = 58 and the greatest number = 58 + 18 = 76,The difference = 76 – 58 = 18,Note: the difference of consecutive even numbers is 2. If there are 10 even numbers the difference is (10-1) x 2=18"",""explanationImage"":"""",""question"":""The average of 10 consecutive even numbers is 67.  What is the difference between the greatest and the smallest of these numbers?"",""url"":""""}","[{""type"":""TEXT"",""option"":""20""},{""type"":""TEXT"",""option"":""18""},{""type"":""TEXT"",""option"":""16""},{""type"":""TEXT"",""option"":""22""},{""type"":""TEXT"",""option"":""None of the above""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""18"",""type"":""TEXT""}]}"
289,Arithmetic,Average,L1,20 Questions,1,,,,,,,"{""explanation"":""Let the average of values = x,Sum of the values = 10x = 108 +x,9x = 108 or x = 12"",""explanationImage"":"""",""question"":""The sum of 10 values is 108 more than their average.  What is the average?"",""url"":""""}","[{""type"":""TEXT"",""option"":""10""},{""type"":""TEXT"",""option"":""12""},{""type"":""TEXT"",""option"":""14""},{""type"":""TEXT"",""option"":""16""},{""type"":""TEXT"",""option"":""Cannot  be determined.""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""12"",""type"":""TEXT""}]}"
